person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file
64000,MORTGAGE,11.0,MEDICAL,B,3500,11.99,0,0.05,N
64000,MORTGAGE,3.0,VENTURE,A,8800,7.49,0,0.14,N
64000,MORTGAGE,4.0,PERSONAL,A,8825,5.99,0,0.14,N
68000,RENT,4.0,HOMEIMPROVEMENT,A,8700,7.88,0,0.13,N
64000,MORTGAGE,2.0,EDUCATION,A,9000,6.92,0,0.14,N
59000,RENT,2.0,HOMEIMPROVEMENT,C,8750,12.68,0,0.15,N
64000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,14500,7.66,0,0.23,N
64000,MORTGAGE,1.0,MEDICAL,A,7200,7.29,0,0.11,N
65000,RENT,5.0,MEDICAL,B,8750,9.63,0,0.13,N
64000,MORTGAGE,3.0,VENTURE,A,7200,7.29,0,0.11,N
64000,OWN,11.0,VENTURE,A,5000,5.79,0,0.08,N
42240,RENT,3.0,PERSONAL,C,8775,13.06,0,0.21,Y
64000,MORTGAGE,0.0,MEDICAL,A,8000,5.79,0,0.13,N
64000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8000,6.91,0,0.13,N
145000,RENT,2.0,PERSONAL,B,8800,10.59,0,0.06,N
64000,MORTGAGE,3.0,VENTURE,C,5000,13.23,0,0.08,Y
64000,MORTGAGE,2.0,EDUCATION,A,8000,6.76,0,0.13,N
24000,RENT,0.0,VENTURE,D,9000,15.62,1,0.38,N
58000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,10.62,1,0.26,N
24000,RENT,0.0,EDUCATION,B,9000,11.14,1,0.38,N
64000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,13000,7.88,0,0.2,N
64000,MORTGAGE,15.0,EDUCATION,B,24000,10.25,0,0.38,N
64000,MORTGAGE,15.0,DEBTCONSOLIDATION,C,20000,,0,0.31,Y
58000,MORTGAGE,4.0,MEDICAL,D,15000,13.99,1,0.26,Y
64049,MORTGAGE,7.0,EDUCATION,B,20000,12.69,0,0.31,N
28200,RENT,2.0,EDUCATION,C,9000,,1,0.32,N
64197,MORTGAGE,7.0,MEDICAL,C,7600,12.99,0,0.12,N
64300,MORTGAGE,4.0,HOMEIMPROVEMENT,D,14000,15.33,0,0.22,Y
64320,MORTGAGE,13.0,MEDICAL,A,8000,6.03,0,0.12,N
30000,RENT,0.0,MEDICAL,C,9000,13.92,0,0.3,Y
32000,RENT,5.0,PERSONAL,D,9000,16.77,0,0.28,N
32000,RENT,4.0,MEDICAL,B,9000,11.48,1,0.28,N
64500,MORTGAGE,5.0,EDUCATION,A,7000,7.88,0,0.11,N
64500,MORTGAGE,6.0,VENTURE,B,24000,11.83,0,0.37,N
32400,RENT,0.0,PERSONAL,C,9000,11.22,0,0.28,N
64500,MORTGAGE,7.0,MEDICAL,C,4500,12.53,0,0.07,N
64548,MORTGAGE,3.0,MEDICAL,B,15000,,0,0.23,N
34000,RENT,3.0,VENTURE,C,9000,14.17,1,0.26,Y
34000,RENT,1.0,PERSONAL,B,9000,11.48,0,0.26,N
34000,RENT,3.0,PERSONAL,A,9000,,0,0.26,N
64700,MORTGAGE,4.0,EDUCATION,B,12000,,0,0.19,N
29000,RENT,1.0,HOMEIMPROVEMENT,A,9000,6.54,1,0.31,N
35000,RENT,0.0,MEDICAL,A,9000,8.59,0,0.26,N
58800,MORTGAGE,7.0,DEBTCONSOLIDATION,B,5000,11.71,1,0.09,N
64800,MORTGAGE,7.0,EDUCATION,B,5600,10.99,0,0.09,N
29000,RENT,5.0,MEDICAL,D,9000,15.37,1,0.31,N
64800,MORTGAGE,12.0,VENTURE,A,6500,,0,0.1,N
58800,MORTGAGE,5.0,MEDICAL,D,12000,15.7,1,0.2,N
58800,MORTGAGE,3.0,HOMEIMPROVEMENT,E,17000,17.74,1,0.29,N
30000,RENT,7.0,HOMEIMPROVEMENT,A,9000,6.91,1,0.3,N
64992,MORTGAGE,4.0,EDUCATION,B,2500,9.62,0,0.04,N
65000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,23200,7.9,0,0.36,N
65000,MORTGAGE,5.0,MEDICAL,C,4500,15.96,0,0.07,Y
65000,MORTGAGE,11.0,PERSONAL,A,3000,7.51,0,0.05,N
36400,RENT,5.0,MEDICAL,A,9000,7.49,0,0.25,N
59000,MORTGAGE,11.0,PERSONAL,A,3000,7.9,1,0.05,N
37000,RENT,,MEDICAL,B,9000,11.11,0,0.24,N
65000,MORTGAGE,2.0,VENTURE,A,10000,,0,0.15,N
37000,RENT,16.0,MEDICAL,A,9000,6.92,0,0.24,N
37000,RENT,6.0,MEDICAL,A,9000,8.94,0,0.24,N
37200,RENT,4.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.24,N
65000,MORTGAGE,5.0,VENTURE,B,13225,12.69,0,0.2,N
38000,RENT,1.0,DEBTCONSOLIDATION,C,9000,14.65,0,0.24,Y
65000,MORTGAGE,3.0,VENTURE,D,20000,16.77,0,0.31,Y
65000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,5000,6.03,0,0.08,N
38000,RENT,8.0,DEBTCONSOLIDATION,B,9000,9.96,0,0.24,N
65000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20000,11.71,0,0.31,N
32200,RENT,2.0,EDUCATION,D,9000,13.99,1,0.28,Y
32400,RENT,1.0,PERSONAL,D,9000,15.62,1,0.28,Y
39000,RENT,5.0,MEDICAL,B,9000,10.71,0,0.23,N
39000,RENT,1.0,MEDICAL,B,9000,10.08,0,0.23,N
40000,RENT,2.0,VENTURE,C,9000,14.27,0,0.23,Y
65000,MORTGAGE,5.0,VENTURE,B,10000,12.42,0,0.15,N
40000,RENT,9.0,EDUCATION,D,9000,16.77,0,0.23,Y
65000,MORTGAGE,7.0,PERSONAL,B,7000,,0,0.11,N
40000,RENT,2.0,MEDICAL,B,9000,12.53,0,0.23,N
40020,RENT,2.0,DEBTCONSOLIDATION,C,9000,14.35,0,0.22,N
40800,RENT,6.0,PERSONAL,A,9000,,0,0.22,N
65000,MORTGAGE,15.0,PERSONAL,D,3000,16.77,0,0.05,Y
41000,RENT,1.0,MEDICAL,B,9000,9.88,0,0.22,N
65000,MORTGAGE,2.0,MEDICAL,A,4800,,0,0.07,N
65000,MORTGAGE,6.0,PERSONAL,A,17500,,0,0.27,N
65000,MORTGAGE,8.0,MEDICAL,B,3000,12.42,0,0.05,N
36000,RENT,4.0,MEDICAL,E,9000,18.39,1,0.25,Y
42000,RENT,13.0,PERSONAL,C,9000,13.06,0,0.21,N
65000,MORTGAGE,15.0,VENTURE,B,30000,12.69,0,0.46,N
59000,MORTGAGE,5.0,VENTURE,D,8000,16.77,1,0.14,Y
42000,RENT,3.0,MEDICAL,B,9000,,0,0.21,N
42597,RENT,5.0,VENTURE,B,9000,10.37,0,0.21,N
65000,MORTGAGE,4.0,VENTURE,A,15000,7.51,0,0.23,N
65000,MORTGAGE,,DEBTCONSOLIDATION,A,3000,6.03,0,0.05,N
37200,RENT,,HOMEIMPROVEMENT,D,9000,14.59,1,0.24,Y
65000,MORTGAGE,,VENTURE,A,6025,6.03,0,0.09,N
65000,OWN,1.0,HOMEIMPROVEMENT,D,1800,16.49,0,0.03,N
38482,RENT,6.0,MEDICAL,D,9000,15.31,1,0.23,Y
45000,RENT,4.0,DEBTCONSOLIDATION,C,9000,14.65,0,0.2,N
65000,MORTGAGE,11.0,PERSONAL,B,5000,,0,0.08,N
65000,MORTGAGE,12.0,EDUCATION,B,15000,9.99,0,0.23,N
45000,RENT,0.0,DEBTCONSOLIDATION,B,9000,12.69,0,0.2,N
65000,MORTGAGE,3.0,PERSONAL,A,8000,,0,0.12,N
45000,RENT,2.0,EDUCATION,C,9000,12.84,0,0.2,N
65000,MORTGAGE,1.0,MEDICAL,B,15000,11.99,0,0.23,N
65000,MORTGAGE,6.0,VENTURE,A,12000,7.49,0,0.18,N
65000,MORTGAGE,15.0,MEDICAL,B,8000,11.49,0,0.12,N
46000,RENT,4.0,MEDICAL,A,9000,7.51,0,0.2,N
46000,RENT,5.0,VENTURE,A,9000,7.29,0,0.2,N
47000,RENT,3.0,EDUCATION,C,9000,12.98,0,0.19,N
47700,RENT,2.0,DEBTCONSOLIDATION,A,9000,7.14,0,0.19,N
65000,MORTGAGE,5.0,EDUCATION,A,10000,8.49,0,0.15,N
48000,RENT,3.0,DEBTCONSOLIDATION,C,9000,13.99,0,0.19,N
48000,RENT,5.0,MEDICAL,B,9000,10.99,0,0.19,N
65000,MORTGAGE,11.0,VENTURE,A,8000,7.49,0,0.12,N
48000,RENT,11.0,MEDICAL,A,9000,8.59,0,0.19,N
65000,MORTGAGE,12.0,EDUCATION,B,24000,10.99,0,0.37,N
65000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,19200,7.49,0,0.3,N
44000,RENT,0.0,MEDICAL,D,9000,15.21,1,0.2,Y
50000,RENT,1.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.18,N
65000,MORTGAGE,3.0,VENTURE,A,10000,7.49,0,0.15,N
65000,MORTGAGE,3.0,VENTURE,A,5000,6.99,0,0.08,N
65000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,6.99,0,0.15,N
65000,MORTGAGE,8.0,EDUCATION,D,3000,,0,0.05,N
65000,MORTGAGE,9.0,PERSONAL,A,6000,6.99,0,0.09,N
65000,MORTGAGE,8.0,VENTURE,B,13750,,0,0.21,N
51000,RENT,1.0,PERSONAL,C,9000,12.99,0,0.18,Y
51000,RENT,5.0,PERSONAL,B,9000,10.99,0,0.18,N
51600,RENT,5.0,DEBTCONSOLIDATION,A,9000,6.54,0,0.17,N
52000,RENT,2.0,VENTURE,B,9000,,0,0.17,N
65000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,7000,,0,0.11,N
65000,MORTGAGE,5.0,EDUCATION,B,21200,9.99,0,0.33,N
65000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,2000,7.49,0,0.03,N
46000,RENT,3.0,DEBTCONSOLIDATION,E,9000,17.56,1,0.2,Y
65000,MORTGAGE,2.0,VENTURE,A,2500,5.99,0,0.04,N
65000,MORTGAGE,14.0,DEBTCONSOLIDATION,C,3600,13.99,0,0.06,N
65000,MORTGAGE,11.0,VENTURE,B,4500,11.99,0,0.07,N
65000,MORTGAGE,14.0,PERSONAL,A,6200,,0,0.1,N
53000,RENT,4.0,MEDICAL,A,9000,5.79,0,0.17,N
65000,OWN,6.0,EDUCATION,A,15000,6.99,0,0.23,N
65000,OWN,12.0,VENTURE,B,10000,11.99,0,0.15,N
65000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12300,,0,0.19,N
65000,MORTGAGE,11.0,VENTURE,A,9000,7.66,0,0.14,N
55000,RENT,3.0,DEBTCONSOLIDATION,B,9000,10.25,0,0.16,N
30000,RENT,3.0,PERSONAL,A,9050,5.99,0,0.3,N
65000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,7.29,0,0.11,N
62130,RENT,6.0,HOMEIMPROVEMENT,A,9050,7.29,0,0.15,N
65000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,6.92,0,0.08,N
65000,MORTGAGE,3.0,PERSONAL,A,12000,7.66,0,0.18,N
62000,RENT,2.0,PERSONAL,C,9100,13.48,0,0.15,N
65000,OWN,13.0,VENTURE,A,8000,7.66,0,0.12,N
125000,RENT,0.0,PERSONAL,A,9100,7.88,0,0.07,N
43000,RENT,1.0,EDUCATION,C,9150,13.16,0,0.21,Y
120000,RENT,1.0,PERSONAL,C,9150,13.99,0,0.08,N
28500,RENT,0.0,EDUCATION,B,9175,12.69,1,0.32,N
65000,MORTGAGE,2.0,MEDICAL,A,7500,7.29,0,0.12,N
65000,MORTGAGE,4.0,MEDICAL,A,3600,6.92,0,0.06,N
65000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,9600,5.79,0,0.15,N
60000,RENT,2.0,VENTURE,B,9200,12.42,0,0.15,N
65000,OWN,3.0,PERSONAL,C,12000,13.35,0,0.18,Y
62000,RENT,3.0,MEDICAL,B,9200,10.0,0,0.15,N
73000,RENT,2.0,EDUCATION,A,9200,7.88,0,0.13,N
65000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,22000,14.09,0,0.34,Y
65000,MORTGAGE,,VENTURE,A,6500,5.42,0,0.1,N
59000,MORTGAGE,0.0,MEDICAL,C,3500,13.72,1,0.06,N
19000,RENT,1.0,DEBTCONSOLIDATION,B,9250,11.49,1,0.49,N
19200,RENT,0.0,MEDICAL,C,9250,14.22,1,0.48,N
65000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,7500,6.17,0,0.12,N
65000,MORTGAGE,5.0,MEDICAL,B,6000,10.36,0,0.09,N
21996,RENT,0.0,EDUCATION,C,9250,12.87,1,0.42,N
26000,RENT,3.0,EDUCATION,B,9250,,1,0.36,N
65000,MORTGAGE,15.0,EDUCATION,A,7750,7.51,0,0.12,N
65000,OWN,8.0,MEDICAL,A,5000,7.88,0,0.08,N
28000,RENT,0.0,MEDICAL,B,9250,11.48,1,0.33,N
65000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000,10.75,0,0.23,N
29736,RENT,,VENTURE,B,9250,9.99,1,0.31,N
65000,MORTGAGE,3.0,MEDICAL,C,10000,13.61,0,0.15,N
32000,RENT,10.0,HOMEIMPROVEMENT,D,9250,15.65,1,0.29,N
65000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,4000,15.21,0,0.06,N
40000,RENT,0.0,VENTURE,C,9250,14.65,0,0.23,N
34000,RENT,1.0,PERSONAL,B,9250,10.59,1,0.27,N
65000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,11200,7.88,0,0.17,N
67000,RENT,2.0,VENTURE,A,9250,,0,0.14,N
36000,RENT,2.0,EDUCATION,D,9300,,1,0.26,Y
54996,RENT,8.0,MEDICAL,A,9300,9.32,0,0.17,N
62000,RENT,3.0,DEBTCONSOLIDATION,C,9300,11.72,0,0.15,Y
65000,MORTGAGE,12.0,VENTURE,A,12000,7.88,0,0.18,N
12000,RENT,1.0,MEDICAL,A,9325,8.38,1,0.78,N
30000,RENT,4.0,MEDICAL,D,9325,13.62,1,0.31,N
65000,MORTGAGE,12.0,VENTURE,A,6000,7.14,0,0.09,N
65000,MORTGAGE,11.0,PERSONAL,A,18000,7.51,0,0.28,N
65000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,12000,11.36,0,0.18,N
65000,MORTGAGE,19.0,EDUCATION,B,20000,10.25,0,0.31,N
83196,RENT,1.0,MEDICAL,B,9350,,0,0.11,N
65000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,5500,7.51,0,0.08,N
65000,MORTGAGE,17.0,PERSONAL,B,10000,11.36,0,0.15,N
65000,MORTGAGE,13.0,EDUCATION,D,10000,15.33,0,0.15,Y
31200,RENT,2.0,MEDICAL,A,9400,6.91,0,0.3,N
65000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2000,7.88,0,0.03,N
72800,RENT,12.0,HOMEIMPROVEMENT,B,9425,11.49,0,0.13,N
28800,RENT,7.0,PERSONAL,C,9450,14.27,1,0.33,Y
65000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,11500,7.51,0,0.18,N
59000,MORTGAGE,1.0,MEDICAL,C,20000,,1,0.34,Y
29000,RENT,16.0,DEBTCONSOLIDATION,D,9450,16.29,1,0.33,N
65000,MORTGAGE,6.0,PERSONAL,D,22000,15.65,0,0.34,N
65000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10250,8.59,0,0.16,N
65000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,4500,13.92,0,0.07,N
70000,RENT,1.0,DEBTCONSOLIDATION,B,9450,10.83,0,0.14,N
95000,RENT,0.0,PERSONAL,A,9450,6.54,0,0.1,N
65000,MORTGAGE,11.0,HOMEIMPROVEMENT,E,24000,17.74,0,0.37,Y
65000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000,12.53,0,0.15,N
75000,RENT,0.0,HOMEIMPROVEMENT,B,9475,,0,0.13,N
21900,RENT,,PERSONAL,D,9500,14.59,1,0.43,N
65000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,8.94,0,0.15,N
65000,MORTGAGE,1.0,PERSONAL,D,25000,15.65,0,0.38,Y
36000,RENT,2.0,DEBTCONSOLIDATION,A,9500,8.59,0,0.26,N
65000,OWN,1.0,MEDICAL,C,2500,13.22,0,0.04,Y
59000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,18000,15.65,1,0.31,Y
40000,RENT,7.0,VENTURE,A,9500,,0,0.24,N
65000,MORTGAGE,13.0,PERSONAL,C,16000,12.87,0,0.25,Y
59000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,12000,9.63,1,0.2,N
65000,OWN,2.0,PERSONAL,A,5600,8.0,0,0.09,N
65000,MORTGAGE,6.0,PERSONAL,B,5600,11.58,0,0.09,N
49000,RENT,3.0,EDUCATION,A,9500,,1,0.19,N
70000,RENT,10.0,DEBTCONSOLIDATION,A,9500,,0,0.14,N
72000,RENT,3.0,MEDICAL,B,9500,11.26,0,0.13,N
65000,OWN,1.0,VENTURE,B,7500,10.96,0,0.12,N
77040,RENT,1.0,EDUCATION,C,9500,12.84,0,0.12,Y
96000,RENT,8.0,HOMEIMPROVEMENT,A,9500,,0,0.1,N
59000,MORTGAGE,4.0,MEDICAL,A,10000,8.0,1,0.17,N
19498,RENT,3.0,HOMEIMPROVEMENT,A,9575,6.62,1,0.49,N
65000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,16800,9.76,0,0.26,N
59000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,9.76,1,0.25,N
24696,RENT,1.0,EDUCATION,A,9600,7.14,1,0.39,N
65000,OWN,0.0,HOMEIMPROVEMENT,B,1450,9.76,0,0.02,N
65000,MORTGAGE,3.0,EDUCATION,E,10000,,0,0.15,N
65000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,25000,9.51,0,0.38,N
25000,RENT,1.0,MEDICAL,C,9600,14.27,1,0.38,Y
65004,MORTGAGE,9.0,EDUCATION,A,15000,7.51,0,0.23,N
28080,RENT,3.0,MEDICAL,C,9600,13.57,1,0.34,Y
65004,MORTGAGE,3.0,PERSONAL,A,1500,5.99,0,0.02,N
30000,RENT,0.0,VENTURE,A,9600,,1,0.32,N
33504,RENT,4.0,DEBTCONSOLIDATION,B,9600,10.99,0,0.29,N
65004,MORTGAGE,7.0,MEDICAL,A,9000,5.99,0,0.14,N
33600,RENT,0.0,PERSONAL,D,9600,15.99,1,0.29,Y
65004,MORTGAGE,7.0,EDUCATION,A,5000,6.17,0,0.08,N
34000,RENT,7.0,DEBTCONSOLIDATION,B,9600,10.99,0,0.28,N
65004,MORTGAGE,14.0,VENTURE,B,8000,11.49,0,0.12,N
37595,RENT,6.0,DEBTCONSOLIDATION,A,9600,7.14,0,0.26,N
65004,MORTGAGE,6.0,PERSONAL,A,7100,8.0,0,0.11,N
59004,MORTGAGE,1.0,PERSONAL,A,8000,7.37,1,0.14,N
65004,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5250,9.63,0,0.08,N
39000,RENT,0.0,MEDICAL,A,9600,7.49,0,0.25,N
65004,OWN,1.0,HOMEIMPROVEMENT,C,12000,12.09,0,0.18,N
65061,MORTGAGE,13.0,PERSONAL,B,12000,9.62,0,0.18,N
65136,MORTGAGE,0.0,PERSONAL,C,6250,12.87,0,0.1,Y
65200,MORTGAGE,13.0,VENTURE,A,8000,6.92,0,0.12,N
65200,MORTGAGE,7.0,PERSONAL,A,7000,8.0,0,0.11,N
40000,RENT,1.0,DEBTCONSOLIDATION,C,9600,13.48,0,0.24,Y
65304,MORTGAGE,6.0,HOMEIMPROVEMENT,A,5300,7.51,0,0.08,N
41000,RENT,7.0,VENTURE,A,9600,,0,0.23,N
41400,RENT,2.0,DEBTCONSOLIDATION,B,9600,,0,0.23,N
42000,RENT,4.0,MEDICAL,A,9600,7.9,0,0.23,N
36000,RENT,3.0,MEDICAL,D,9600,14.61,1,0.27,Y
65500,MORTGAGE,11.0,HOMEIMPROVEMENT,A,11000,6.03,0,0.17,N
44000,RENT,2.0,MEDICAL,C,9600,13.16,0,0.22,Y
45000,RENT,2.0,EDUCATION,A,9600,8.49,0,0.21,N
65600,OWN,5.0,VENTURE,C,4000,12.68,0,0.06,Y
59619,MORTGAGE,11.0,VENTURE,D,7750,14.84,1,0.13,Y
39996,RENT,5.0,MEDICAL,D,9600,,1,0.24,N
48000,RENT,5.0,MEDICAL,D,9600,16.29,0,0.2,Y
51996,RENT,11.0,HOMEIMPROVEMENT,A,9600,9.07,0,0.18,N
46000,RENT,6.0,MEDICAL,D,9600,14.46,1,0.21,Y
66000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,7000,9.91,0,0.11,N
60000,MORTGAGE,11.0,VENTURE,C,6000,15.27,1,0.1,Y
66000,MORTGAGE,4.0,VENTURE,A,3000,6.03,0,0.05,N
53000,RENT,7.0,VENTURE,C,9600,12.73,0,0.18,N
66000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,9100,12.42,0,0.14,N
58327,RENT,4.0,VENTURE,B,9600,11.48,0,0.16,N
59000,RENT,17.0,MEDICAL,B,9600,9.91,0,0.16,N
60000,RENT,7.0,VENTURE,B,9600,10.65,0,0.16,N
60000,RENT,7.0,EDUCATION,C,9600,13.57,0,0.16,Y
66000,MORTGAGE,8.0,VENTURE,A,4200,7.49,0,0.06,N
60000,MORTGAGE,18.0,EDUCATION,B,3000,11.99,1,0.05,N
66000,MORTGAGE,4.0,VENTURE,A,3000,5.42,0,0.05,N
66000,MORTGAGE,12.0,EDUCATION,D,8400,16.49,0,0.13,Y
60000,RENT,1.0,HOMEIMPROVEMENT,C,9600,11.66,0,0.16,Y
54000,RENT,4.0,PERSONAL,D,9600,12.17,1,0.18,Y
66000,OWN,16.0,MEDICAL,A,3500,,0,0.05,N
66000,OWN,3.0,VENTURE,B,5600,10.99,0,0.08,N
66000,MORTGAGE,,PERSONAL,A,3000,7.66,0,0.05,N
65000,RENT,11.0,PERSONAL,B,9600,12.42,0,0.15,N
62000,RENT,2.0,PERSONAL,B,9600,10.25,1,0.15,N
60000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6500,5.79,1,0.11,N
60000,MORTGAGE,13.0,MEDICAL,G,25000,20.16,1,0.42,N
70000,RENT,5.0,HOMEIMPROVEMENT,A,9600,5.42,0,0.14,N
71400,RENT,0.0,HOMEIMPROVEMENT,C,9600,12.61,0,0.13,N
60000,MORTGAGE,12.0,MEDICAL,D,2000,15.7,1,0.03,Y
78000,RENT,5.0,EDUCATION,E,9600,17.14,0,0.12,Y
78000,RENT,4.0,HOMEIMPROVEMENT,C,9600,12.29,0,0.12,Y
60000,MORTGAGE,,HOMEIMPROVEMENT,C,8400,12.73,1,0.14,N
66000,MORTGAGE,,VENTURE,A,12000,7.51,0,0.18,N
80000,RENT,1.0,MEDICAL,B,9600,9.91,0,0.12,N
66000,MORTGAGE,0.0,EDUCATION,A,9250,8.59,0,0.14,N
80000,RENT,6.0,DEBTCONSOLIDATION,B,9600,11.14,0,0.12,N
66000,MORTGAGE,15.0,VENTURE,B,15000,11.14,0,0.23,N
66000,MORTGAGE,8.0,EDUCATION,A,6000,7.68,0,0.09,N
66000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,11200,9.32,0,0.17,N
66000,MORTGAGE,9.0,VENTURE,E,22000,16.63,0,0.33,Y
66000,MORTGAGE,15.0,PERSONAL,A,10000,,0,0.15,N
66000,MORTGAGE,2.0,PERSONAL,D,20000,12.61,0,0.3,Y
66300,RENT,1.0,MEDICAL,D,9600,,1,0.12,N
66100,MORTGAGE,5.0,MEDICAL,A,5000,6.03,0,0.08,N
66120,MORTGAGE,10.0,PERSONAL,C,2800,13.57,0,0.04,N
66300,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6075,6.03,0,0.09,N
66352,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,7.88,0,0.11,N
66360,MORTGAGE,8.0,HOMEIMPROVEMENT,B,7000,11.86,0,0.11,N
113000,RENT,6.0,EDUCATION,C,9600,,0,0.08,Y
66500,OWN,4.0,VENTURE,A,12000,6.99,0,0.18,N
120000,RENT,12.0,MEDICAL,A,9600,8.0,0,0.08,N
66500,MORTGAGE,0.0,VENTURE,A,4200,7.66,0,0.06,N
113000,RENT,1.0,HOMEIMPROVEMENT,D,9600,14.91,1,0.08,Y
128000,RENT,1.0,PERSONAL,E,9600,,1,0.07,Y
66500,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,7.88,0,0.12,N
66500,MORTGAGE,3.0,HOMEIMPROVEMENT,B,16000,10.99,0,0.24,N
56400,RENT,1.0,VENTURE,B,9700,8.88,0,0.17,N
66500,MORTGAGE,1.0,PERSONAL,A,9200,,0,0.14,N
71000,RENT,4.0,DEBTCONSOLIDATION,A,9700,8.94,0,0.14,N
88000,RENT,3.0,HOMEIMPROVEMENT,D,9700,,0,0.11,N
66560,MORTGAGE,11.0,VENTURE,A,4200,5.79,0,0.06,N
66560,MORTGAGE,10.0,DEBTCONSOLIDATION,A,2500,6.39,0,0.04,N
25000,RENT,,MEDICAL,D,9750,18.25,1,0.39,Y
60675,MORTGAGE,6.0,DEBTCONSOLIDATION,D,14000,15.62,1,0.23,Y
27000,RENT,2.0,MEDICAL,B,9750,9.63,1,0.36,N
29000,RENT,4.0,PERSONAL,A,9750,7.51,1,0.34,N
66800,MORTGAGE,11.0,MEDICAL,A,9600,7.51,0,0.14,N
33000,RENT,1.0,MEDICAL,D,9750,14.54,1,0.3,Y
66887,MORTGAGE,2.0,VENTURE,B,25000,10.36,0,0.37,N
66888,MORTGAGE,6.0,PERSONAL,C,15000,12.23,0,0.22,N
66901,MORTGAGE,13.0,MEDICAL,C,9475,,0,0.14,N
30784,RENT,7.0,DEBTCONSOLIDATION,C,9950,12.99,1,0.32,N
86000,RENT,4.0,VENTURE,A,9950,7.88,0,0.12,N
66996,MORTGAGE,6.0,MEDICAL,A,8000,,0,0.12,N
66996,MORTGAGE,1.0,PERSONAL,A,9000,8.94,0,0.13,N
67000,MORTGAGE,4.0,EDUCATION,A,7000,7.51,0,0.1,N
67000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,3000,10.65,0,0.04,N
21120,RENT,0.0,MEDICAL,A,10000,,1,0.47,N
21600,RENT,3.0,DEBTCONSOLIDATION,B,10000,12.53,1,0.46,N
61000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,6800,15.99,1,0.11,N
67000,MORTGAGE,1.0,PERSONAL,A,4200,,0,0.06,N
22000,RENT,9.0,MEDICAL,E,10000,18.39,1,0.45,Y
67000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10000,6.99,0,0.15,N
67000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,4000,,0,0.06,N
24000,RENT,6.0,DEBTCONSOLIDATION,A,10000,8.9,1,0.42,N
24000,RENT,,MEDICAL,C,10000,13.23,1,0.42,N
67000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,6400,13.23,0,0.1,N
67000,MORTGAGE,8.0,EDUCATION,A,7000,7.14,0,0.1,N
67000,MORTGAGE,10.0,PERSONAL,A,3300,7.88,0,0.05,N
67000,MORTGAGE,3.0,VENTURE,B,14400,9.88,0,0.21,N
61000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,15000,9.88,1,0.25,N
24000,RENT,0.0,PERSONAL,C,10000,12.87,1,0.42,Y
67000,OWN,14.0,MEDICAL,A,3600,7.51,0,0.05,N
